StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package,Cluster
37709,Male,Hyderabad,Tier3,Civil,Embedded,Yes,No,8.4,7.87,9.2,7.88,7.68,8.04,8.58,8.43,8.26,70.8,0,1,1.0,1,0,86.5,3.0,53.4,47.9,1,High,1,0,18.05,3
37710,Female,Mumbai,Tier2,Civil,Networking,Yes,No,6.11,7.0,7.06,6.94,7.26,6.99,6.75,6.44,6.71,57.0,1,2,2.0,1,0,58.0,3.9,46.0,46.7,0,Mid,1,0,8.16,3
37711,Male,Hyderabad,Tier2,ECE,AI,Yes,No,6.58,6.5,6.62,6.77,6.85,6.86,6.69,6.33,6.58,74.8,0,0,,0,0,52.6,2.6,26.1,35.1,1,Mid,0,0,0.0,3
37712,Male,Ahmedabad,Tier1,Civil,Networking,No,No,8.35,8.17,8.17,7.86,8.2,8.13,8.76,8.91,8.23,100.0,2,4,2.0,3,1,88.5,3.7,68.4,60.3,1,High,1,0,22.45,0
37713,Male,Hyderabad,Tier3,ECE,Embedded,Yes,No,7.01,7.53,6.97,7.42,7.52,7.06,7.26,7.62,7.37,85.8,0,3,1.0,2,0,79.2,3.2,62.2,55.4,0,Mid,1,0,8.56,3
37714,Female,Bangalore,Tier2,CS,DataScience,Yes,No,7.93,8.17,7.6,7.35,7.34,7.91,8.28,8.2,4.06,52.59470708,3,3,2.0,3,1,36.3,4.3,,69.6,1,Mid,1,1,8.15,3
37715,Female,Delhi,Tier2,EE,Networking,Yes,Yes,7.06,7.66,7.48,7.29,7.73,7.55,7.03,7.33,7.2,81.6,2,1,1.0,1,1,64.7,3.5,47.9,56.8,1,Mid,1,0,8.35,3
37716,Female,Delhi,Tier1,CS,AI,Yes,No,7.44,7.68,8.14,7.71,7.45,7.64,7.95,7.53,7.71,99.4,1,3,3.0,2,1,75.2,4.1,66.7,90.2,0,Mid,1,0,8.53,2
37717,Female,Kolkata,Tier2,IT,AI,Yes,No,7.58,7.78,8.06,7.94,7.64,7.89,7.53,7.62,7.82,72.3,0,2,1.0,1,1,76.1,3.0,53.4,54.4,1,Mid,0,0,0.0,3
37718,Male,Bangalore,Tier1,IT,AI,No,No,8.85,8.16,8.6,8.09,8.64,8.46,8.49,8.6,8.42,75.4,1,3,3.0,3,1,98.4,3.6,88.3,59.7,0,High,1,0,18.04,0
37719,Female,Kolkata,Tier2,CS,AI,Yes,No,9.93,10.0,9.84,10.0,10.0,10.0,10.0,9.99,9.98,69.8,1,3,3.0,4,2,80.8,3.2,69.0,72.4,0,High,1,0,18.9,0
37720,Female,Mumbai,Tier2,Mechanical,Embedded,Yes,No,7.9,7.69,7.67,7.54,7.96,7.42,7.33,8.04,7.85,69.5,1,2,2.0,1,0,58.2,3.0,53.4,56.2,0,Mid,1,0,8.14,3
37721,Female,Delhi,Tier2,IT,DataScience,Yes,No,7.17,8.07,7.14,7.05,7.38,7.4,6.81,7.12,7.16,69.0,1,2,2.0,1,1,71.7,3.4,,51.3,0,Mid,1,0,8.87,3
37722,Male,Hyderabad,Tier3,ECE,Embedded,Yes,No,6.58,6.98,6.91,7.38,7.41,6.63,6.84,7.03,6.95,73.2,1,2,,2,0,74.5,1.7,61.3,52.5,1,Mid,0,0,0.0,3
37723,Male,Ahmedabad,Tier2,EE,Embedded,No,No,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.96,10.0,82.0,2,3,,3,1,86.0,4.3,80.2,68.7,1,High,1,0,25.3,0
37724,Male,Chennai,Tier3,ECE,Embedded,No,No,6.98,7.14,6.55,6.73,6.77,7.56,6.34,6.31,6.87,65.8,0,1,1.0,1,0,41.9,2.9,22.2,30.5,1,Mid,0,0,0.0,3
37725,Female,Bangalore,Tier2,EE,Embedded,Yes,Yes,9.64,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.96,97.5,2,4,3.0,3,2,72.7,4.2,81.8,89.3,1,High,1,0,25.75,0
37726,Female,Hyderabad,Tier3,CS,Networking,No,No,5.28,5.64,4.77,5.32,5.26,5.06,4.55,5.19,5.05,50.0,0,1,1.0,1,0,45.0,1.3,23.8,39.4,0,Low,0,0,0.0,1
37727,Male,Bangalore,Tier2,ECE,Embedded,No,No,8.27,8.26,8.06,8.46,8.52,8.04,8.87,8.83,8.42,75.7,1,2,2.0,2,1,76.9,1.9,65.3,58.7,1,High,1,0,18.31,0
37728,Male,Mumbai,Tier1,IT,AI,No,No,8.29,7.85,7.2,8.58,7.95,7.97,8.63,8.1,8.11,95.3,2,3,,3,1,79.7,3.4,76.2,71.5,1,High,1,0,22.36,0
37729,Male,Chennai,Tier1,CS,Networking,Yes,Yes,6.69,6.62,6.56,6.56,6.38,6.45,6.26,6.84,6.52,81.5,1,3,2.0,2,1,,2.7,60.1,59.6,0,Mid,1,0,8.59,3
37730,Male,Bangalore,Tier3,EE,AI,No,No,5.61,5.97,5.29,5.59,5.44,5.13,5.87,5.11,5.44,54.3,0,0,0.0,0,0,,2.0,32.7,,0,Low,0,0,0.0,1
37731,Male,Chennai,Tier2,EE,DataScience,Yes,No,8.1,8.38,8.67,8.52,8.45,8.25,8.12,8.26,8.43,86.5,1,2,2.0,1,1,,3.2,48.5,,0,High,1,0,18.59,3
37732,Male,Jaipur,Tier1,Civil,AI,Yes,No,9.36,9.09,9.31,8.75,9.08,9.58,9.53,9.52,9.33,71.3,1,3,,3,2,89.7,4.5,84.2,73.1,1,High,1,0,25.32,0
37733,Male,Kochi,Tier3,Mechanical,Embedded,No,No,6.53,6.04,6.33,6.35,6.73,6.37,6.1,5.9,6.12,77.8,1,2,2.0,1,1,67.2,3.5,55.0,56.4,1,Low,0,0,0.0,3
37734,Male,Hyderabad,Tier3,CS,AI,No,No,6.21,6.69,6.75,7.12,6.88,7.06,6.89,6.54,6.79,79.6,1,1,2.0,2,1,79.4,2.9,52.7,45.1,0,Mid,1,0,8.12,3
37735,Male,Delhi,Tier3,CS,DataScience,No,No,4.8,5.06,5.53,5.01,4.8,5.05,5.21,5.12,5.21,50.0,1,1,,0,0,45.6,2.0,25.1,,0,Low,0,0,0.0,1
37736,Male,Bangalore,Tier3,Civil,DataScience,No,Yes,6.07,6.21,6.24,6.23,6.03,6.19,6.1,6.35,6.18,50.0,0,1,1.0,1,0,46.9,2.1,31.8,27.1,0,Low,0,0,0.0,1
37737,Female,Kolkata,Tier2,Mechanical,Embedded,No,No,6.21,5.56,5.37,5.8,5.53,6.75,5.89,6.03,5.72,91.3,2,2,,3,1,84.9,3.7,76.0,,1,Low,1,0,4.37,2
37738,Female,Hyderabad,Tier2,IT,Networking,Yes,No,7.98,7.93,8.49,8.32,8.37,7.93,8.57,8.45,8.46,75.2,3,3,2.0,3,2,65.6,3.8,77.5,84.1,1,High,1,0,22.83,0
37739,Male,Bangalore,Tier1,CS,Networking,Yes,No,7.7,8.33,8.11,8.45,7.72,8.22,8.64,8.3,8.3,86.6,2,2,3.0,3,2,77.0,4.7,81.3,76.8,1,High,1,0,22.32,0
37740,Male,Hyderabad,Tier2,Mechanical,Embedded,Yes,No,4.63,5.75,4.91,5.64,5.02,5.06,5.55,4.8,5.02,70.6,0,0,0.0,1,0,46.4,1.8,26.0,30.3,0,Low,0,0,0.0,1
37741,Female,Delhi,Tier2,EE,DataScience,Yes,No,7.76,7.74,7.82,7.86,7.34,7.91,8.67,8.07,8.03,80.1,1,2,2.0,2,0,77.0,3.0,54.7,46.2,0,High,1,0,18.57,3
37742,Male,Bangalore,Tier2,CS,Networking,No,No,6.4,5.18,5.57,5.97,5.53,5.57,5.46,5.81,4.46,51.38606659,0,1,0.0,0,0,32.8,1.0,9.9,35.7,0,Low,0,1,0.0,1
37743,Female,Hyderabad,Tier2,EE,AI,Yes,No,9.96,9.53,9.62,9.55,9.6,9.49,9.48,9.47,9.47,67.2,1,2,2.0,1,1,68.6,3.5,59.2,47.0,1,High,1,0,18.42,0
37744,Male,Delhi,Tier2,IT,Embedded,Yes,No,4.92,4.88,4.59,4.57,5.08,4.92,4.82,5.2,4.86,69.4,1,1,2.0,2,0,71.9,3.2,47.6,59.8,0,Low,0,0,0.0,1
37745,Male,Jaipur,Tier1,IT,Networking,Yes,No,9.87,10.0,10.0,10.0,9.99,10.0,9.88,10.0,10.0,83.4,2,3,3.0,3,3,91.5,,63.2,78.8,1,High,1,0,18.74,0
37746,Female,Chennai,Tier3,CS,DataScience,No,Yes,5.45,5.54,5.56,6.35,6.21,6.28,5.67,5.48,5.63,55.0,0,1,1.0,1,0,50.6,1.5,32.6,35.0,0,Low,0,0,0.0,1
37747,Female,Kolkata,Tier2,IT,Embedded,Yes,No,8.23,7.77,8.05,8.2,8.27,8.04,8.16,7.9,8.08,77.3,0,1,3.0,1,0,77.0,2.7,60.5,52.6,1,High,1,0,18.24,3
37748,Male,Kolkata,Tier3,CS,AI,No,No,4.44,4.13,4.22,4.21,4.0,4.0,4.13,5.08,4.29,64.1,0,0,0.0,0,0,45.0,2.6,26.3,29.3,0,Low,0,0,0.0,1
37749,Male,Mumbai,Tier1,CS,Embedded,Yes,No,8.93,8.98,8.62,8.94,8.8,9.13,8.97,9.13,9.05,96.2,2,2,3.0,3,1,87.7,4.4,91.7,59.8,1,High,1,0,25.54,0
37750,Male,Delhi,Tier2,CS,Embedded,No,Yes,6.97,7.45,7.57,7.28,7.73,7.82,7.78,7.38,7.66,77.3,1,2,1.0,2,0,67.6,3.6,53.8,54.2,0,Mid,0,0,0.0,3
37751,Female,Jaipur,Tier2,ECE,AI,Yes,Yes,6.67,6.04,6.12,6.44,6.28,6.85,6.5,6.96,6.64,65.1,1,2,2.0,2,0,66.5,2.6,53.5,48.1,0,Mid,0,0,0.0,3
37752,Male,Kolkata,Tier2,IT,AI,Yes,No,9.11,8.49,8.73,8.72,8.97,8.49,8.31,9.57,8.96,90.1,2,4,3.0,3,2,87.4,4.4,84.9,62.5,0,High,1,0,18.29,0
37753,Male,Bangalore,Tier2,EE,Embedded,Yes,No,7.19,7.36,7.53,7.22,7.25,7.12,7.7,7.06,7.14,79.5,1,2,1.0,1,0,74.4,3.0,71.8,51.8,0,Mid,1,0,8.9,3
37754,Female,Bangalore,Tier2,CS,DataScience,No,No,4.84,5.75,5.14,5.65,6.05,5.43,5.07,5.95,5.56,88.4,1,2,,1,1,62.3,3.0,58.0,60.4,0,Low,1,0,3.31,3
37755,Female,Pune,Tier2,Mechanical,Networking,Yes,No,8.72,8.38,7.92,8.13,8.54,8.36,8.45,8.99,8.67,79.3,1,4,3.0,4,1,75.4,5.0,,80.2,1,High,1,0,18.57,0
37756,Female,Bangalore,Tier1,CS,Networking,No,No,7.12,7.81,8.32,8.71,8.38,8.12,7.82,8.31,8.16,97.7,2,3,3.0,3,2,68.4,3.7,91.5,76.3,0,High,1,0,18.76,0
37757,Female,Chennai,Tier1,Civil,Networking,No,No,6.48,5.9,6.73,5.94,5.97,5.67,5.99,6.15,5.96,81.2,1,1,2.0,2,1,76.5,1.8,49.2,43.4,0,Low,0,0,0.0,3
37758,Female,Hyderabad,Tier1,ECE,Embedded,Yes,No,9.13,9.0,9.85,9.45,9.4,9.43,9.27,9.65,9.43,85.7,2,2,3.0,3,2,97.6,4.5,66.8,78.3,1,High,1,0,25.11,0
37759,Male,Pune,Tier2,EE,DataScience,Yes,No,8.25,7.59,7.53,7.79,7.96,7.97,7.86,7.42,7.69,73.1,1,1,2.0,3,1,63.0,3.4,54.5,53.5,0,Mid,1,0,8.04,3
37760,Female,Chennai,Tier2,CS,DataScience,No,No,5.45,5.47,6.0,5.73,5.88,5.81,5.59,6.31,5.88,75.1,1,1,,2,0,,3.0,47.9,57.1,1,Low,1,0,5.23,3
37761,Male,Ahmedabad,Tier1,Mechanical,DataScience,Yes,No,7.7,7.17,7.66,7.42,7.73,8.35,7.9,8.67,7.87,77.4,3,3,3.0,4,1,,5.0,75.6,64.8,0,Mid,1,0,9.43,2
37762,Male,Kolkata,Tier1,CS,AI,No,No,8.6,9.84,9.17,9.54,9.51,9.68,9.28,10.0,9.51,79.2,2,3,1.0,3,1,90.8,4.7,80.2,,0,High,1,0,18.31,0
37763,Female,Mumbai,Tier3,IT,Networking,No,No,5.97,5.57,5.1,5.41,5.09,5.6,5.38,5.63,5.27,60.8,0,1,0.0,1,0,50.8,1.7,30.4,27.5,0,Low,0,0,0.0,1
37764,Male,Kochi,Tier1,CS,AI,Yes,No,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,79.1,1,4,3.0,2,2,85.3,5.0,73.3,,1,High,1,0,18.81,0
37765,Male,Delhi,Tier2,ECE,Networking,Yes,No,7.31,6.52,7.21,7.4,7.51,7.26,7.43,6.96,7.24,82.6,2,2,2.0,2,0,64.7,3.3,56.1,48.7,1,Mid,1,0,12.67,3
37766,Male,Kolkata,Tier2,CS,Embedded,No,No,6.55,6.36,6.49,6.09,5.7,6.63,6.31,5.76,6.26,78.8,1,1,2.0,1,0,63.1,2.9,57.7,45.6,0,Low,0,0,0.0,3
37767,Male,Chennai,Tier2,CS,Networking,No,Yes,6.0,6.47,6.57,6.33,6.93,6.39,5.8,5.94,6.22,63.4,0,0,1.0,0,0,48.8,2.3,31.6,32.2,1,Low,0,0,0.0,1
37768,Male,Kolkata,Tier1,Mechanical,Embedded,Yes,No,8.77,8.93,8.98,9.05,8.97,8.99,8.97,8.5,8.98,100.0,3,3,3.0,3,1,89.8,5.0,70.1,83.9,1,High,1,0,22.1,0
37769,Female,Kolkata,Tier3,Mechanical,Embedded,Yes,Yes,9.86,9.4,9.13,9.49,9.11,9.25,9.24,9.26,9.25,73.8,0,0,1.0,0,0,41.7,1.4,22.3,29.7,0,High,0,0,0.0,3
37770,Male,Pune,Tier2,CS,DataScience,Yes,No,6.12,6.8,6.3,7.0,6.88,6.83,5.77,6.13,6.56,83.7,1,3,2.0,1,0,70.9,3.9,59.8,48.1,1,Mid,1,0,8.17,3
37771,Male,Hyderabad,Tier1,Mechanical,Networking,No,No,8.35,8.24,8.31,8.29,8.26,8.19,8.15,7.9,8.21,90.5,2,3,2.0,3,1,91.8,4.4,81.7,73.8,1,High,1,0,22.31,0
37772,Male,Ahmedabad,Tier1,Civil,Embedded,No,Yes,8.57,8.12,8.57,8.61,8.6,8.31,8.36,8.6,8.64,90.4,1,4,2.0,3,2,64.2,4.2,68.7,72.1,0,High,1,0,18.79,0
37773,Female,Bangalore,Tier1,IT,Embedded,Yes,No,8.03,8.23,8.54,8.15,7.96,8.27,8.29,8.45,8.35,68.0,0,2,2.0,2,1,58.9,1.9,52.5,55.5,0,High,1,0,18.63,3
37774,Male,Kolkata,Tier2,Civil,Networking,Yes,No,10.0,9.97,10.0,10.0,10.0,9.99,10.0,10.0,10.0,89.7,1,2,3.0,3,1,75.0,4.5,73.0,72.2,0,High,1,0,18.5,0
37775,Male,Jaipur,Tier3,CS,Networking,Yes,No,6.47,5.99,5.18,5.19,5.6,5.33,5.99,5.95,5.66,84.0,1,2,1.0,2,1,74.8,2.7,52.5,,0,Low,1,0,6.93,3
37776,Female,Hyderabad,Tier3,EE,Embedded,Yes,No,4.11,4.14,4.0,4.11,4.0,4.22,4.0,4.0,4.1,61.3,0,0,0.0,1,0,45.0,1.5,22.4,33.7,0,Low,0,0,0.0,1
37777,Male,Mumbai,Tier3,IT,Networking,No,Yes,7.59,7.16,5.96,7.05,7.43,7.28,7.33,6.87,6.93,82.0,1,2,1.0,2,0,69.6,1.9,40.4,50.1,0,Mid,0,0,0.0,3
37778,Female,Kochi,Tier2,Mechanical,Networking,No,No,7.5,7.81,7.55,7.32,7.52,7.51,7.51,7.49,7.54,77.5,1,2,2.0,2,0,63.4,3.0,57.0,48.8,1,Mid,1,0,8.57,3
37779,Female,Pune,Tier2,CS,DataScience,Yes,Yes,7.48,7.29,7.3,7.94,7.29,6.68,6.87,7.12,7.36,89.7,1,2,2.0,2,1,60.6,1.9,56.1,62.0,0,Mid,0,0,0.0,3
37780,Male,Delhi,Tier3,ECE,Networking,No,No,6.25,6.61,6.16,6.0,6.86,5.99,5.94,5.99,6.2,79.0,2,1,2.0,3,0,62.8,4.1,49.7,42.4,1,Low,1,0,4.14,3
37781,Male,Pune,Tier2,CS,Networking,No,No,8.77,8.85,8.48,8.6,9.27,8.57,9.12,8.95,8.88,100.0,2,3,2.0,4,2,92.6,4.0,77.9,71.4,0,High,1,0,18.21,0
37782,Male,Bangalore,Tier3,Mechanical,Embedded,No,No,7.18,7.4,7.76,7.58,7.85,7.08,7.17,7.57,7.41,89.0,1,2,2.0,2,1,76.2,2.5,50.6,48.3,1,Mid,1,0,8.58,3
37783,Female,Bangalore,Tier2,CS,Networking,No,No,5.38,5.6,6.36,5.58,5.57,6.48,5.99,6.14,6.05,78.9,0,1,1.0,2,1,71.5,2.7,56.7,44.9,1,Low,1,0,4.57,3
37784,Female,Hyderabad,Tier2,ECE,Networking,No,No,7.5,7.59,8.44,7.64,8.09,8.52,7.86,7.44,7.79,75.3,1,4,4.0,4,2,83.7,3.6,86.5,78.4,1,Mid,1,0,8.71,2
37785,Male,Delhi,Tier2,Civil,Networking,No,No,10.0,9.75,9.64,9.44,10.0,9.26,9.45,10.0,9.63,89.8,2,3,2.0,3,1,66.8,3.8,90.0,68.4,1,High,1,0,25.23,0
37786,Female,Hyderabad,Tier2,CS,AI,No,No,6.9,7.27,7.71,7.79,7.78,7.49,8.02,7.85,7.57,93.9,1,4,2.0,3,1,85.0,3.9,86.1,73.5,1,Mid,1,0,12.9,2
37787,Male,Hyderabad,Tier2,CS,Networking,Yes,No,6.51,7.01,6.36,6.46,6.58,6.14,6.78,7.12,6.61,73.3,2,2,2.0,1,1,,2.8,45.4,53.2,1,Mid,1,0,8.86,3
37788,Female,Kolkata,Tier2,ECE,Embedded,No,No,8.11,8.02,8.13,8.31,8.76,8.48,9.06,8.45,8.4,98.8,2,2,3.0,3,1,81.0,4.0,62.4,,1,High,1,0,18.07,0
37789,Male,Bangalore,Tier1,CS,Embedded,Yes,No,8.87,8.59,9.07,8.75,9.39,8.65,9.04,8.6,8.93,67.4,1,2,2.0,2,0,,,47.8,51.6,0,High,1,0,18.46,0
37790,Male,Ahmedabad,Tier1,CS,DataScience,Yes,No,7.46,7.65,8.07,8.22,7.96,8.36,7.69,7.51,7.86,78.2,0,0,1.0,2,0,75.9,4.3,54.8,56.3,1,Mid,1,0,8.87,3
37791,Female,Kolkata,Tier2,ECE,Embedded,Yes,No,7.35,7.36,7.16,7.12,6.87,7.09,7.06,6.7,7.1,65.9,1,2,1.0,2,1,55.6,2.5,,57.1,0,Mid,1,0,8.26,3
37792,Female,Bangalore,Tier2,CS,AI,Yes,No,7.51,7.16,7.6,7.55,7.78,8.22,7.11,7.46,7.49,70.1,0,1,2.0,2,1,74.6,2.3,55.7,52.7,1,Mid,0,0,0.0,3
37793,Male,Delhi,Tier2,EE,AI,Yes,No,6.75,6.54,6.63,6.5,5.77,6.42,6.19,6.01,6.48,90.7,1,2,2.0,3,0,55.4,3.6,68.4,53.7,1,Low,1,0,5.54,3
37794,Female,Kochi,Tier3,CS,DataScience,Yes,No,4.61,5.22,4.76,4.5,4.23,4.87,4.62,5.41,4.86,57.4,0,0,1.0,1,0,48.8,1.8,26.9,27.3,0,Low,0,0,0.0,1
37795,Male,Delhi,Tier3,Civil,Networking,Yes,No,5.22,5.48,5.34,5.07,5.1,4.8,5.26,4.68,5.18,62.1,1,0,1.0,0,0,41.3,2.0,34.8,26.3,0,Low,0,0,0.0,1
37796,Male,Ahmedabad,Tier3,Mechanical,Embedded,No,No,4.37,4.5,4.33,4.32,4.22,4.59,4.0,4.0,4.32,62.0,0,0,0.0,1,1,46.6,2.8,24.6,24.9,1,Low,0,0,0.0,1
37797,Male,Chennai,Tier1,CS,DataScience,Yes,Yes,8.63,8.89,8.34,9.37,8.82,9.11,9.59,8.74,9.04,91.8,2,3,3.0,4,1,93.6,4.3,83.3,91.9,0,High,1,0,18.68,0
37798,Female,Ahmedabad,Tier1,EE,Networking,Yes,No,6.96,6.93,7.6,7.61,7.19,7.67,7.64,7.89,7.52,74.3,2,2,1.0,4,1,96.6,3.1,73.3,68.9,1,Mid,1,0,8.3,2
37799,Male,Kochi,Tier2,Mechanical,Networking,No,No,7.98,7.38,7.58,7.3,6.39,7.45,7.71,7.15,7.49,74.1,1,2,1.0,2,0,68.9,2.9,49.8,63.5,1,Mid,1,0,8.69,3
37800,Male,Hyderabad,Tier3,ECE,Networking,Yes,No,6.27,6.12,6.4,6.45,6.46,6.25,6.83,6.79,6.51,72.2,1,2,2.0,1,1,77.7,4.6,49.8,49.9,0,Mid,1,0,9.16,3
37801,Female,Mumbai,Tier1,ECE,Embedded,No,No,6.28,6.45,6.28,5.88,6.07,6.2,6.67,6.77,6.28,89.0,3,4,,3,1,91.8,4.5,70.4,,1,Low,1,0,4.34,2
37802,Male,Chennai,Tier2,CS,Networking,No,No,8.86,9.04,9.51,8.99,8.58,8.68,8.88,9.2,9.0,92.4,2,4,,4,2,77.0,3.1,69.9,82.0,1,High,1,0,18.37,0
37803,Male,Hyderabad,Tier3,EE,Embedded,Yes,Yes,7.82,7.03,6.94,7.85,7.5,6.96,7.2,7.34,7.44,68.7,0,1,0.0,1,0,33.3,1.6,,37.6,1,Mid,0,0,0.0,3
37804,Male,Hyderabad,Tier2,CS,AI,Yes,No,5.29,5.75,5.88,5.36,6.17,6.01,6.53,5.79,5.89,79.0,2,4,2.0,3,1,79.7,3.4,90.1,69.3,1,Low,1,0,6.33,2
37805,Female,Kolkata,Tier2,EE,Embedded,No,No,6.85,6.24,6.14,6.27,6.22,6.17,6.92,6.49,6.49,81.0,1,2,3.0,2,0,68.7,4.2,,58.7,1,Low,1,0,5.79,3
37806,Male,Mumbai,Tier1,Mechanical,Embedded,Yes,No,6.94,7.61,7.54,7.76,7.44,6.85,7.4,7.93,7.58,77.5,1,2,3.0,3,2,63.6,4.1,69.6,74.9,1,Mid,1,0,8.02,2
37807,Male,Kolkata,Tier2,CS,AI,No,No,6.93,6.78,7.01,6.87,7.58,6.58,6.76,6.77,6.85,77.2,1,1,2.0,1,0,80.7,2.7,63.3,50.8,1,Mid,1,0,8.18,3
37808,Female,Kochi,Tier1,CS,DataScience,No,No,6.36,5.86,6.39,6.9,6.38,6.5,6.07,6.66,6.37,73.2,1,2,2.0,2,1,67.8,3.4,57.6,49.4,0,Low,1,0,3.14,3
37809,Male,Bangalore,Tier2,IT,AI,Yes,No,9.37,9.34,9.69,10.0,9.84,9.65,10.0,9.6,9.67,89.7,1,3,2.0,4,0,90.7,4.4,85.3,79.8,0,High,1,0,18.3,0
37810,Female,Bangalore,Tier3,EE,Embedded,No,Yes,5.25,5.46,5.65,5.41,5.07,4.6,5.46,5.52,5.35,72.9,0,1,0.0,0,0,45.8,,23.2,22.8,1,Low,0,0,0.0,1
37811,Male,Chennai,Tier1,ECE,Networking,No,No,7.08,7.55,7.33,7.35,7.63,6.81,7.54,6.71,7.39,75.2,1,2,1.0,2,1,,1.8,43.0,49.9,0,Mid,0,0,0.0,3
37812,Female,Kochi,Tier3,EE,DataScience,No,No,7.56,7.53,7.31,7.69,8.06,7.18,8.02,7.44,7.62,74.2,1,2,2.0,1,1,66.2,2.4,70.4,55.0,0,Mid,1,0,8.68,3
37813,Female,Chennai,Tier2,Mechanical,Networking,Yes,No,5.09,5.31,5.12,4.56,4.82,4.86,4.92,5.01,5.11,59.6,1,0,1.0,1,1,,1.3,34.8,27.1,0,Low,0,0,0.0,1
37814,Female,Kolkata,Tier2,Civil,DataScience,No,No,6.46,6.71,6.71,6.77,7.07,6.54,6.9,6.7,6.49,73.9,1,1,2.0,2,1,68.4,2.2,50.7,46.2,0,Low,0,0,0.0,3
37815,Male,Hyderabad,Tier3,CS,AI,Yes,No,4.0,4.42,4.17,4.36,4.0,4.0,4.26,4.19,4.38,91.5,1,2,2.0,2,1,58.1,1.7,54.5,57.0,1,Low,0,0,0.0,1
37816,Male,Jaipur,Tier2,EE,Embedded,Yes,No,9.0,9.26,9.19,8.78,9.29,9.31,9.32,9.42,9.2,87.0,2,1,3.0,3,1,78.2,4.3,67.4,56.9,1,High,1,0,25.34,0
37817,Female,Pune,Tier2,CS,DataScience,No,No,6.66,6.32,6.55,5.7,6.14,6.19,5.73,6.12,6.08,88.9,1,3,,2,1,72.3,2.7,54.2,66.4,1,Low,1,0,5.91,3
37818,Female,Hyderabad,Tier1,Mechanical,DataScience,Yes,No,8.28,8.47,8.6,8.24,8.8,8.22,9.23,8.67,8.45,97.4,1,4,,3,2,99.7,5.0,79.6,60.7,1,High,1,0,22.4,0
37819,Male,Bangalore,Tier2,ECE,Embedded,No,No,6.97,7.32,7.97,6.86,7.09,7.16,7.43,7.03,7.29,100.0,1,4,3.0,5,2,91.4,4.3,84.1,,1,Mid,1,0,8.74,2
37820,Male,Hyderabad,Tier2,CS,AI,Yes,No,5.77,5.88,6.12,5.48,6.06,5.71,5.96,5.83,5.85,77.1,1,2,1.0,2,0,66.4,,49.7,51.6,1,Low,1,0,5.26,3
37821,Female,Kolkata,Tier2,IT,AI,Yes,No,8.1,7.9,8.18,7.49,8.3,8.06,7.6,8.25,7.83,85.2,1,3,,3,2,80.6,4.8,69.6,75.9,1,Mid,1,0,8.18,2
37822,Female,Chennai,Tier3,EE,Networking,Yes,No,7.55,7.42,7.41,7.45,7.36,7.4,7.69,7.45,7.39,82.9,1,1,2.0,3,1,73.7,,59.6,53.4,0,Mid,1,0,12.37,3
37823,Male,Hyderabad,Tier3,EE,Embedded,No,No,6.39,5.87,6.36,6.47,6.53,6.18,6.23,6.15,6.25,77.6,1,2,1.0,2,0,72.1,2.2,55.5,45.4,1,Low,1,0,4.74,3
37824,Male,Kochi,Tier1,ECE,Networking,Yes,No,5.96,5.75,6.38,6.99,6.18,6.23,5.85,6.54,6.24,76.1,1,3,2.0,2,0,75.5,,55.8,45.6,0,Low,1,0,3.83,3
37825,Female,Hyderabad,Tier2,CS,AI,No,No,9.39,8.88,9.21,9.41,9.11,9.55,9.73,9.57,9.16,100.0,2,3,,3,1,83.3,3.6,70.8,75.5,1,High,1,0,25.36,0
37826,Female,Kochi,Tier1,Mechanical,Networking,No,No,8.44,8.23,8.76,8.67,8.3,9.23,8.99,8.63,8.64,85.6,2,4,2.0,3,2,74.1,4.8,,73.0,1,High,1,0,18.15,0
37827,Female,Chennai,Tier1,Mechanical,Embedded,Yes,No,7.69,8.04,8.58,7.91,7.19,7.75,7.98,8.4,7.79,68.5,0,2,2.0,2,1,72.6,3.2,,45.2,0,Mid,1,0,12.11,3
37828,Male,Bangalore,Tier1,CS,AI,No,Yes,6.8,6.03,5.9,6.26,6.34,6.5,6.27,6.16,6.43,73.7,0,2,2.0,1,1,73.3,,52.9,46.0,1,Low,0,0,0.0,3
37829,Male,Ahmedabad,Tier2,CS,Networking,Yes,No,6.3,7.38,6.76,6.81,7.05,7.08,6.86,7.28,6.88,79.0,2,4,2.0,2,2,64.3,4.0,76.1,83.6,0,Mid,1,0,12.57,2
37830,Female,Kochi,Tier2,Mechanical,Embedded,Yes,No,7.69,7.24,7.33,7.65,7.14,7.32,7.53,7.59,7.35,74.9,1,2,2.0,1,1,61.2,2.3,69.3,52.7,0,Mid,1,0,12.56,3
